ACCELEROMETER X,ACCELEROMETER Y,ACCELEROMETER Z,LIGHT,PROXIMITY (m),SOUND LEVEL,LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time,YYYY-MO-DD HH-MI-SS_SSS
-5.593,-3.677,10.822,89,1,51.05,,,,NaN,,,,0 / 0,321606,2018-11-20 15:35:46:781
-9.596,-11.55,2.346,100,1,56.67,,,,NaN,,,,0 / 0,321706,2018-11-20 15:35:46:881
-1.139,-9.615,2.672,99,1,56.67,,,,NaN,,,,0 / 0,321806,2018-11-20 15:35:46:981
1.082,-8.791,1.58,112,1,56.67,,,,NaN,,,,0 / 0,321905,2018-11-20 15:35:47:080
0.794,-10.688,2.087,108,1,49.9,,,,NaN,,,,0 / 0,322005,2018-11-20 15:35:47:180
2.308,-9.529,2.068,81,1,49.9,,,,NaN,,,,0 / 0,322105,2018-11-20 15:35:47:280
1.915,-9.653,1.369,82,1,49.9,,,,NaN,,,,0 / 0,322205,2018-11-20 15:35:47:380
-1.637,-10.649,-1.34,58,1,54.04,,,,NaN,,,,0 / 0,322306,2018-11-20 15:35:47:481
-0.804,-16.233,-0.421,72,1,54.04,,,,NaN,,,,0 / 0,322406,2018-11-20 15:35:47:581
0.804,-11.301,3.859,56,1,54.04,,,,NaN,,,,0 / 0,322506,2018-11-20 15:35:47:681
-0.603,-11.377,-0.986,55,1,48.54,,,,NaN,,,,0 / 0,322606,2018-11-20 15:35:47:781
-2.844,-8.198,2.375,55,0,48.54,,,,NaN,,,,0 / 0,322705,2018-11-20 15:35:47:880
0.383,-8.332,-0.938,82,0,48.54,,,,NaN,,,,0 / 0,322805,2018-11-20 15:35:47:980
-0.593,-3.945,1.465,140,0,49.02,,,,NaN,,,,0 / 0,322905,2018-11-20 15:35:48:080
-2.403,-5.87,7.144,155,0,49.02,,,,NaN,,,,0 / 0,323005,2018-11-20 15:35:48:180
-1.781,-7.594,6.34,147,0,49.02,,,,NaN,,,,0 / 0,323105,2018-11-20 15:35:48:280
-4.041,-12.881,5.248,158,1,60.97,,,,NaN,,,,0 / 0,323205,2018-11-20 15:35:48:380
-2.02,-5.842,-0.028,152,1,60.97,,,,NaN,,,,0 / 0,323305,2018-11-20 15:35:48:480
-2.011,-7.565,1.168,154,1,60.97,,,,NaN,,,,0 / 0,323405,2018-11-20 15:35:48:580
-1.283,-8.973,-1.312,132,1,60.97,,,,NaN,,,,0 / 0,323505,2018-11-20 15:35:48:680
-0.009,-11.521,3.648,102,1,46.06,,,,NaN,,,,0 / 0,323605,2018-11-20 15:35:48:780
0.89,-10.228,0.268,89,1,46.06,,,,NaN,,,,0 / 0,323705,2018-11-20 15:35:48:880
-0.727,-10.429,1.225,95,1,46.06,,,,NaN,,,,0 / 0,323806,2018-11-20 15:35:48:981
-1.216,-15.074,0.134,78,1,53.41,,,,NaN,,,,0 / 0,323906,2018-11-20 15:35:49:081
0.296,-10.084,1.781,66,1,53.41,,,,NaN,,,,0 / 0,324006,2018-11-20 15:35:49:181
-2.231,-11.799,-0.067,84,1,53.41,,,,NaN,,,,0 / 0,324106,2018-11-20 15:35:49:281
-3.342,-10.563,1.216,155,1,46.88,,,,NaN,,,,0 / 0,324205,2018-11-20 15:35:49:380
0.545,-9.251,2.451,202,1,46.88,,,,NaN,,,,0 / 0,324305,2018-11-20 15:35:49:480
-1.972,-4.348,2.863,235,1,46.88,,,,NaN,,,,0 / 0,324405,2018-11-20 15:35:49:580
-1.005,-2.566,5.037,245,1,49.33,,,,NaN,,,,0 / 0,324506,2018-11-20 15:35:49:681
-8.629,-9.184,8.274,251,1,49.33,,,,NaN,,,,0 / 0,324606,2018-11-20 15:35:49:781
-5.028,-8.265,4.51,258,1,49.33,,,,NaN,,,,0 / 0,324706,2018-11-20 15:35:49:881
0.699,-13.197,2.078,251,1,57.41,,,,NaN,,,,0 / 0,324806,2018-11-20 15:35:49:981
0.258,-8.293,2.537,253,1,57.41,,,,NaN,,,,0 / 0,324905,2018-11-20 15:35:50:080
0.047,-9.203,2.959,224,1,57.41,,,,NaN,,,,0 / 0,325005,2018-11-20 15:35:50:180
2.786,-9.759,3.102,186,1,53.49,,,,NaN,,,,0 / 0,325105,2018-11-20 15:35:50:280
-0.794,-9.443,0.325,131,1,53.49,,,,NaN,,,,0 / 0,325205,2018-11-20 15:35:50:380
-0.593,-17.037,0.871,115,1,53.49,,,,NaN,,,,0 / 0,325306,2018-11-20 15:35:50:481
2.327,-11.751,5.583,116,1,52.14,,,,NaN,,,,0 / 0,325406,2018-11-20 15:35:50:581
-3.744,-9.96,-1.877,131,1,52.14,,,,NaN,,,,0 / 0,325506,2018-11-20 15:35:50:681
-2.921,-8.935,2.557,210,1,52.14,,,,NaN,,,,0 / 0,325606,2018-11-20 15:35:50:781
-0.335,-6.751,3.265,321,1,50.4,,,,NaN,,,,0 / 0,325705,2018-11-20 15:35:50:880
-2.059,-3.227,3.85,368,1,50.4,,,,NaN,,,,0 / 0,325805,2018-11-20 15:35:50:980
-1.359,-2.403,6.129,403,1,50.4,,,,NaN,,,,0 / 0,325906,2018-11-20 15:35:51:081
1.455,-16.606,2.825,400,1,55.14,,,,NaN,,,,0 / 0,326006,2018-11-20 15:35:51:181
-2.509,-9.634,3.064,430,1,55.14,,,,NaN,,,,0 / 0,326105,2018-11-20 15:35:51:280
2.509,-11.655,3.256,362,1,55.14,,,,NaN,,,,0 / 0,326205,2018-11-20 15:35:51:380
-0.402,-8.839,0.584,300,1,49.15,,,,NaN,,,,0 / 0,326305,2018-11-20 15:35:51:480
1.043,-9.385,1.982,259,1,49.15,,,,NaN,,,,0 / 0,326405,2018-11-20 15:35:51:580
2.193,-10.908,4.309,211,1,49.15,,,,NaN,,,,0 / 0,326506,2018-11-20 15:35:51:681
-1.245,-11.32,-0.565,186,1,55.52,,,,NaN,,,,0 / 0,326606,2018-11-20 15:35:51:781
0.402,-14.653,0.124,189,1,55.52,,,,NaN,,,,0 / 0,326706,2018-11-20 15:35:51:881
-0.421,-13.369,6.1,163,1,55.52,,,,NaN,,,,0 / 0,326806,2018-11-20 15:35:51:981
-2.403,-11.272,-3.476,254,1,51.74,,,,NaN,,,,0 / 0,326906,2018-11-20 15:35:52:081
-1.139,-8.14,1.35,340,0,51.74,,,,NaN,,,,0 / 0,327006,2018-11-20 15:35:52:181
-1.838,-3.782,2.557,492,0,51.74,,,,NaN,,,,0 / 0,327105,2018-11-20 15:35:52:280
-3.945,-2.365,4.644,526,1,49.01,,,,NaN,,,,0 / 0,327205,2018-11-20 15:35:52:380
-5.458,-2.423,8.916,529,1,49.01,,,,NaN,,,,0 / 0,327305,2018-11-20 15:35:52:480
-0.191,-8.485,4.137,535,1,49.01,,,,NaN,,,,0 / 0,327406,2018-11-20 15:35:52:581
-1.561,-9.988,2.241,513,1,59.56,,,,NaN,,,,0 / 0,327506,2018-11-20 15:35:52:681
1.149,-8.456,1.043,463,1,59.56,,,,NaN,,,,0 / 0,327606,2018-11-20 15:35:52:781
-0.43,-9.117,2.221,314,1,59.56,,,,NaN,,,,0 / 0,327705,2018-11-20 15:35:52:880
2.403,-9.519,2.518,269,1,51.78,,,,NaN,,,,0 / 0,327805,2018-11-20 15:35:52:980
-1.149,-8.696,-1.57,256,1,51.78,,,,NaN,,,,0 / 0,327905,2018-11-20 15:35:53:080
-2.317,-17.823,0.44,220,1,51.78,,,,NaN,,,,0 / 0,328005,2018-11-20 15:35:53:180
-1.235,-11.578,4.29,209,1,52.16,,,,NaN,,,,0 / 0,328105,2018-11-20 15:35:53:280
3.85,-12.957,-3.16,224,1,52.16,,,,NaN,,,,0 / 0,328205,2018-11-20 15:35:53:380
-2.93,-8.83,2.853,389,1,52.16,,,,NaN,,,,0 / 0,328306,2018-11-20 15:35:53:481
-0.086,-8.504,3.284,2486,1,50.74,,,,NaN,,,,0 / 0,328406,2018-11-20 15:35:53:581
-2.375,-3.543,2.614,1577,1,50.74,,,,NaN,,,,0 / 0,328506,2018-11-20 15:35:53:681
-2.499,-1.829,6.885,828,1,50.74,,,,NaN,,,,0 / 0,328606,2018-11-20 15:35:53:781
-4.989,-13.561,16.482,849,1,60.6,,,,NaN,,,,0 / 0,328705,2018-11-20 15:35:53:880
-3.562,-8.59,4.443,1562,1,60.6,,,,NaN,,,,0 / 0,328805,2018-11-20 15:35:53:980
3.715,-12.105,3.38,2541,1,60.6,,,,NaN,,,,0 / 0,328905,2018-11-20 15:35:54:080
-0.411,-7.632,2.126,3133,1,48.7,,,,NaN,,,,0 / 0,329005,2018-11-20 15:35:54:180
0.258,-8.82,2.71,2656,1,48.7,,,,NaN,,,,0 / 0,329105,2018-11-20 15:35:54:280
2.94,-9.443,0.651,3403,1,48.7,,,,NaN,,,,0 / 0,329206,2018-11-20 15:35:54:381
-0.22,-9.969,-0.603,3446,1,55.5,,,,NaN,,,,0 / 0,329306,2018-11-20 15:35:54:481
-2.02,-13.417,-1.79,3360,1,55.5,,,,NaN,,,,0 / 0,329406,2018-11-20 15:35:54:581
-1.225,-15.744,1.934,1673,1,55.5,,,,NaN,,,,0 / 0,329505,2018-11-20 15:35:54:680
1.79,-11.578,4.175,1832,1,53.32,,,,NaN,,,,0 / 0,329605,2018-11-20 15:35:54:780
-2.145,-11.473,-0.727,3045,1,53.32,,,,NaN,,,,0 / 0,329705,2018-11-20 15:35:54:880
-3.62,-8.715,1.905,372,1,53.32,,,,NaN,,,,0 / 0,329806,2018-11-20 15:35:54:981
-0.967,-8.332,0.229,372,0,50.87,,,,NaN,,,,0 / 0,329906,2018-11-20 15:35:55:081
-1.57,-5.506,2.786,375,0,50.87,,,,NaN,,,,0 / 0,330005,2018-11-20 15:35:55:180
-1.149,-3.668,4.328,402,0,50.87,,,,NaN,,,,0 / 0,330105,2018-11-20 15:35:55:280
-6.866,-9.414,6.32,397,0,51.6,,,,NaN,,,,0 / 0,330205,2018-11-20 15:35:55:380
-6.426,-19.614,10.994,520,1,51.6,,,,NaN,,,,0 / 0,330306,2018-11-20 15:35:55:481
2.719,-13.024,-1.206,3250,1,51.6,,,,NaN,,,,0 / 0,330405,2018-11-20 15:35:55:580
-2.451,-6.589,0.258,3367,1,55.42,,,,NaN,,,,0 / 0,330505,2018-11-20 15:35:55:680
-0.316,-8.571,-0.047,3418,1,55.42,,,,NaN,,,,0 / 0,330605,2018-11-20 15:35:55:780
2.049,-11.214,-0.679,2516,1,55.42,,,,NaN,,,,0 / 0,330706,2018-11-20 15:35:55:881
-2.212,-8.973,-1.206,2410,1,56.46,,,,NaN,,,,0 / 0,330806,2018-11-20 15:35:55:981
0.421,-10.458,-0.9,2165,1,56.46,,,,NaN,,,,0 / 0,330906,2018-11-20 15:35:56:081
-1.388,-9.117,-1.082,1825,1,56.46,,,,NaN,,,,0 / 0,331006,2018-11-20 15:35:56:181
1.273,-14.03,-0.316,643,1,50.86,,,,NaN,,,,0 / 0,331106,2018-11-20 15:35:56:281
-1.905,-10.343,-0.593,2100,1,50.86,,,,NaN,,,,0 / 0,331206,2018-11-20 15:35:56:381
-0.306,-9.443,-2.528,824,1,50.86,,,,NaN,,,,0 / 0,331306,2018-11-20 15:35:56:481
-0.909,-9.72,0.383,2373,1,48.83,,,,NaN,,,,0 / 0,331405,2018-11-20 15:35:56:580
-0.507,-8.715,0.66,3083,1,48.83,,,,NaN,,,,0 / 0,331505,2018-11-20 15:35:56:680
-1.091,-6.387,0.814,2986,1,48.83,,,,NaN,,,,0 / 0,331605,2018-11-20 15:35:56:780
-3.179,-11.166,3.859,2935,1,48.83,,,,NaN,,,,0 / 0,331705,2018-11-20 15:35:56:880
-3.945,-10.008,-1.666,2878,1,46.49,,,,NaN,,,,0 / 0,331806,2018-11-20 15:35:56:981
-2.164,-10.123,0.047,2783,1,46.49,,,,NaN,,,,0 / 0,331906,2018-11-20 15:35:57:081
-0.986,-13.216,2.403,2411,1,46.49,,,,NaN,,,,0 / 0,332006,2018-11-20 15:35:57:181
0.325,-10.314,-1.752,2362,1,45.87,,,,NaN,,,,0 / 0,332106,2018-11-20 15:35:57:281
-1.714,-10.276,0.143,2313,1,45.87,,,,NaN,,,,0 / 0,332206,2018-11-20 15:35:57:381
-1.867,-9.998,-1.12,2130,1,45.87,,,,NaN,,,,0 / 0,332305,2018-11-20 15:35:57:480
-0.067,-10.161,0.603,2125,1,47.11,,,,NaN,,,,0 / 0,332405,2018-11-20 15:35:57:580
-0.239,-9.605,0.517,2210,1,47.11,,,,NaN,,,,0 / 0,332505,2018-11-20 15:35:57:680
-0.699,-9.385,-0.086,2299,1,47.11,,,,NaN,,,,0 / 0,332605,2018-11-20 15:35:57:780
-0.124,-9.921,1.053,2347,1,45.83,,,,NaN,,,,0 / 0,332706,2018-11-20 15:35:57:881
-1.13,-9.462,-0.047,2323,1,45.83,,,,NaN,,,,0 / 0,332806,2018-11-20 15:35:57:981
0.555,-10.113,1.417,2314,1,45.83,,,,NaN,,,,0 / 0,332906,2018-11-20 15:35:58:081
-0.201,-9.941,0.316,2292,1,48.39,,,,NaN,,,,0 / 0,333005,2018-11-20 15:35:58:180
-0.641,-9.701,0.526,2209,1,48.39,,,,NaN,,,,0 / 0,333106,2018-11-20 15:35:58:281
-0.689,-9.701,-0.229,2112,1,48.39,,,,NaN,,,,0 / 0,333206,2018-11-20 15:35:58:381
-0.545,-9.586,0,2049,1,48.86,,,,NaN,,,,0 / 0,333305,2018-11-20 15:35:58:480
0.028,-10.218,0.124,2020,1,48.86,,,,NaN,,,,0 / 0,333405,2018-11-20 15:35:58:580
-0.584,-9.711,0.162,1993,1,48.86,,,,NaN,,,,0 / 0,333506,2018-11-20 15:35:58:681
-0.335,-9.72,-0.268,1942,1,37.35,,,,NaN,,,,0 / 0,333605,2018-11-20 15:35:58:780
-0.478,-9.653,0.181,1930,1,37.35,,,,NaN,,,,0 / 0,333705,2018-11-20 15:35:58:880
-0.67,-9.701,-0.181,1870,1,37.35,,,,NaN,,,,0 / 0,333805,2018-11-20 15:35:58:980
-0.986,-9.471,-0.153,1749,1,33.23,,,,NaN,,,,0 / 0,333905,2018-11-20 15:35:59:080
0.114,-10.113,0.201,1726,1,33.23,,,,NaN,,,,0 / 0,334005,2018-11-20 15:35:59:180
-0.957,-9.27,-0.928,1615,1,33.23,,,,NaN,,,,0 / 0,334105,2018-11-20 15:35:59:280
-0.948,-9.979,0.919,1479,1,38.26,,,,NaN,,,,0 / 0,334205,2018-11-20 15:35:59:380
-0.402,-9.605,0.574,1369,1,38.26,,,,NaN,,,,0 / 0,334305,2018-11-20 15:35:59:480
-0.727,-9.567,0.584,1389,1,38.26,,,,NaN,,,,0 / 0,334406,2018-11-20 15:35:59:581
-1.235,-9.376,-0.086,1423,1,48.56,,,,NaN,,,,0 / 0,334506,2018-11-20 15:35:59:681
-0.804,-9.462,0.22,1490,1,48.56,,,,NaN,,,,0 / 0,334606,2018-11-20 15:35:59:781
-0.89,-9.663,0.287,1567,1,48.56,,,,NaN,,,,0 / 0,334706,2018-11-20 15:35:59:881
-1.024,-9.625,0.038,1557,1,35.76,,,,NaN,,,,0 / 0,334805,2018-11-20 15:35:59:980
-1.34,-9.433,-0.287,1700,1,35.76,,,,NaN,,,,0 / 0,334905,2018-11-20 15:36:00:080
-1.091,-9.663,-0.325,1791,1,35.76,,,,NaN,,,,0 / 0,335005,2018-11-20 15:36:00:180
-1.216,-9.845,-0.067,1769,1,38.5,,,,NaN,,,,0 / 0,335105,2018-11-20 15:36:00:280
-1.484,-9.366,-0.737,1789,1,38.5,,,,NaN,,,,0 / 0,335205,2018-11-20 15:36:00:380
-1.283,-9.816,0.047,1807,1,38.5,,,,NaN,,,,0 / 0,335306,2018-11-20 15:36:00:481
-1.264,-9.596,-0.095,1784,1,40.19,,,,NaN,,,,0 / 0,335406,2018-11-20 15:36:00:581
-1.877,-9.529,-0.162,1725,1,40.19,,,,NaN,,,,0 / 0,335506,2018-11-20 15:36:00:681
-2.02,-9.672,-0.488,1737,1,40.19,,,,NaN,,,,0 / 0,335605,2018-11-20 15:36:00:780
-1.666,-9.692,-0.306,1769,1,45.25,,,,NaN,,,,0 / 0,335705,2018-11-20 15:36:00:880
-1.58,-9.567,-0.641,1797,1,45.25,,,,NaN,,,,0 / 0,335806,2018-11-20 15:36:00:981
-1.685,-9.49,-0.919,1827,1,45.25,,,,NaN,,,,0 / 0,335906,2018-11-20 15:36:01:081
-1.714,-9.692,-0.603,1872,1,40.68,,,,NaN,,,,0 / 0,336006,2018-11-20 15:36:01:181
-1.177,-9.519,-0.526,1978,1,40.68,,,,NaN,,,,0 / 0,336106,2018-11-20 15:36:01:281
-1.426,-9.615,-0.392,2067,1,40.68,,,,NaN,,,,0 / 0,336205,2018-11-20 15:36:01:380
-1.743,-9.682,-0.124,2120,1,45.56,,,,NaN,,,,0 / 0,336306,2018-11-20 15:36:01:481
-1.819,-9.586,-0.421,2203,1,45.56,,,,NaN,,,,0 / 0,336406,2018-11-20 15:36:01:581
-1.398,-9.567,0,2215,1,45.56,,,,NaN,,,,0 / 0,336506,2018-11-20 15:36:01:681
-1.628,-9.682,-0.067,2222,1,32.5,,,,NaN,,,,0 / 0,336606,2018-11-20 15:36:01:781
-1.953,-9.692,-0.086,2191,1,32.5,,,,NaN,,,,0 / 0,336705,2018-11-20 15:36:01:880
-1.685,-9.51,-0.373,2147,1,32.5,,,,NaN,,,,0 / 0,336806,2018-11-20 15:36:01:981
-1.848,-9.682,-0.383,2128,1,28.47,,,,NaN,,,,0 / 0,336906,2018-11-20 15:36:02:081
-1.704,-9.586,-0.172,2091,1,28.47,,,,NaN,,,,0 / 0,337005,2018-11-20 15:36:02:180
-1.886,-9.73,-0.162,2083,1,28.47,,,,NaN,,,,0 / 0,337105,2018-11-20 15:36:02:280
-1.637,-9.663,-0.526,2072,1,28.47,,,,NaN,,,,0 / 0,337205,2018-11-20 15:36:02:380
-1.465,-9.701,-0.191,2078,1,28.19,,,,NaN,,,,0 / 0,337306,2018-11-20 15:36:02:481
-1.015,-9.423,-0.43,2115,1,28.19,,,,NaN,,,,0 / 0,337406,2018-11-20 15:36:02:581
-1.398,-9.51,-0.517,2105,1,28.19,,,,NaN,,,,0 / 0,337506,2018-11-20 15:36:02:681
-1.819,-9.653,-0.373,2107,1,28.97,,,,NaN,,,,0 / 0,337605,2018-11-20 15:36:02:780
-1.474,-9.625,-0.459,2132,1,28.97,,,,NaN,,,,0 / 0,337705,2018-11-20 15:36:02:880
-1.685,-9.653,-0.593,2124,1,28.97,,,,NaN,,,,0 / 0,337805,2018-11-20 15:36:02:980
-1.666,-9.634,-0.526,2102,1,27.78,,,,NaN,,,,0 / 0,337906,2018-11-20 15:36:03:081
-1.541,-9.653,-0.411,2145,1,27.78,,,,NaN,,,,0 / 0,338006,2018-11-20 15:36:03:181
-1.628,-9.615,-0.565,2168,1,27.78,,,,NaN,,,,0 / 0,338106,2018-11-20 15:36:03:281
-1.685,-9.625,-0.249,2174,1,28.38,,,,NaN,,,,0 / 0,338206,2018-11-20 15:36:03:381
-1.426,-9.567,-0.354,2190,1,28.38,,,,NaN,,,,0 / 0,338305,2018-11-20 15:36:03:480
-1.561,-9.663,-0.316,2209,1,28.38,,,,NaN,,,,0 / 0,338405,2018-11-20 15:36:03:580
-1.551,-9.567,-0.268,2203,1,29.62,,,,NaN,,,,0 / 0,338505,2018-11-20 15:36:03:680
-1.637,-9.567,-0.363,2202,1,29.62,,,,NaN,,,,0 / 0,338605,2018-11-20 15:36:03:780
-1.589,-9.615,-0.344,2216,1,29.62,,,,NaN,,,,0 / 0,338706,2018-11-20 15:36:03:881
-1.503,-9.615,-0.172,2232,1,29.06,,,,NaN,,,,0 / 0,338806,2018-11-20 15:36:03:981
-1.618,-9.577,-0.191,2231,1,29.06,,,,NaN,,,,0 / 0,338906,2018-11-20 15:36:04:081
-1.474,-9.596,-0.076,2271,1,29.06,,,,NaN,,,,0 / 0,339005,2018-11-20 15:36:04:180
-1.79,-9.605,-0.172,2240,1,29.36,,,,NaN,,,,0 / 0,339105,2018-11-20 15:36:04:280
-1.561,-9.672,-0.229,2230,1,29.36,,,,NaN,,,,0 / 0,339206,2018-11-20 15:36:04:381
-1.379,-9.605,-0.363,2202,1,29.36,,,,NaN,,,,0 / 0,339306,2018-11-20 15:36:04:481
-1.407,-9.49,-0.373,2190,1,40.59,,,,NaN,,,,0 / 0,339406,2018-11-20 15:36:04:581
-1.541,-9.701,-0.172,2204,1,40.59,,,,NaN,,,,0 / 0,339505,2018-11-20 15:36:04:680
-1.733,-9.605,-0.383,2198,1,40.59,,,,NaN,,,,0 / 0,339605,2018-11-20 15:36:04:780
-1.494,-9.548,-0.498,2208,1,35.46,,,,NaN,,,,0 / 0,339705,2018-11-20 15:36:04:880
-1.436,-9.711,-0.277,2199,1,35.46,,,,NaN,,,,0 / 0,339806,2018-11-20 15:36:04:981
-1.426,-9.625,-0.43,2201,1,35.46,,,,NaN,,,,0 / 0,339906,2018-11-20 15:36:05:081
-1.58,-9.701,-0.134,2209,1,34.2,,,,NaN,,,,0 / 0,340006,2018-11-20 15:36:05:181
-1.8,-9.605,-0.545,2192,1,34.2,,,,NaN,,,,0 / 0,340106,2018-11-20 15:36:05:281
-1.398,-9.586,-0.21,2201,1,34.2,,,,NaN,,,,0 / 0,340206,2018-11-20 15:36:05:381
-1.522,-9.557,-0.363,2199,1,35.54,,,,NaN,,,,0 / 0,340305,2018-11-20 15:36:05:480
-1.771,-9.663,-0.363,2176,1,35.54,,,,NaN,,,,0 / 0,340405,2018-11-20 15:36:05:580
-1.417,-9.529,-0.498,2117,1,35.54,,,,NaN,,,,0 / 0,340505,2018-11-20 15:36:05:680
-1.695,-9.701,-0.143,2088,1,30.57,,,,NaN,,,,0 / 0,340605,2018-11-20 15:36:05:780
-1.714,-9.586,-0.727,2073,1,30.57,,,,NaN,,,,0 / 0,340706,2018-11-20 15:36:05:881
-1.283,-9.567,-0.545,2049,1,30.57,,,,NaN,,,,0 / 0,340806,2018-11-20 15:36:05:981
-0.881,-9.548,-0.373,2072,1,30.65,,,,NaN,,,,0 / 0,340906,2018-11-20 15:36:06:081
-1.379,-9.548,-0.747,2095,1,30.65,,,,NaN,,,,0 / 0,341006,2018-11-20 15:36:06:181
-1.723,-9.692,-0.574,2312,1,30.65,,,,NaN,,,,0 / 0,341109,2018-11-20 15:36:06:284
-1.426,-9.567,-0.469,2405,1,27.83,,,,NaN,,,,0 / 0,341206,2018-11-20 15:36:06:381
-1.541,-9.586,-0.498,2442,1,27.83,,,,NaN,,,,0 / 0,341306,2018-11-20 15:36:06:481
-1.714,-9.692,-0.335,2497,1,27.83,,,,NaN,,,,0 / 0,341406,2018-11-20 15:36:06:581
-1.388,-9.615,-0.306,2574,1,27.85,,,,NaN,,,,0 / 0,341505,2018-11-20 15:36:06:680
-1.637,-9.462,-0.689,2177,1,27.85,,,,NaN,,,,0 / 0,341605,2018-11-20 15:36:06:780
-1.312,-9.605,0.095,2202,1,27.85,,,,NaN,,,,0 / 0,341705,2018-11-20 15:36:06:880
-1.551,-9.471,-0.507,2209,1,28.96,,,,NaN,,,,0 / 0,341805,2018-11-20 15:36:06:980
-1.647,-9.644,-0.354,2211,1,28.96,,,,NaN,,,,0 / 0,341906,2018-11-20 15:36:07:081
-1.465,-9.634,-0.469,2213,1,28.96,,,,NaN,,,,0 / 0,342006,2018-11-20 15:36:07:181
-1.57,-9.73,-0.363,2181,1,29.91,,,,NaN,,,,0 / 0,342106,2018-11-20 15:36:07:281
-1.551,-9.701,-0.402,2186,1,29.91,,,,NaN,,,,0 / 0,342205,2018-11-20 15:36:07:380
-1.446,-9.644,-0.22,2178,1,29.91,,,,NaN,,,,0 / 0,342305,2018-11-20 15:36:07:480
-1.465,-9.548,-0.181,2181,1,28.6,,,,NaN,,,,0 / 0,342407,2018-11-20 15:36:07:582
-1.551,-9.548,-0.172,2168,1,28.6,,,,NaN,,,,0 / 0,342507,2018-11-20 15:36:07:682
-1.417,-9.548,-0.172,2197,1,28.6,,,,NaN,,,,0 / 0,342606,2018-11-20 15:36:07:781
-1.532,-9.682,-0.057,2201,1,28.79,,,,NaN,,,,0 / 0,342706,2018-11-20 15:36:07:881
-1.426,-9.586,-0.363,2205,1,28.79,,,,NaN,,,,0 / 0,342806,2018-11-20 15:36:07:981
-1.522,-9.596,-0.134,2196,1,28.79,,,,NaN,,,,0 / 0,342905,2018-11-20 15:36:08:080
-1.551,-9.634,-0.229,2190,1,27.76,,,,NaN,,,,0 / 0,343005,2018-11-20 15:36:08:180
-1.695,-9.682,-0.172,2190,1,27.76,,,,NaN,,,,0 / 0,343106,2018-11-20 15:36:08:281
-1.561,-9.51,-0.249,2175,1,27.76,,,,NaN,,,,0 / 0,343205,2018-11-20 15:36:08:380
-1.532,-9.605,-0.162,2166,1,30.01,,,,NaN,,,,0 / 0,343305,2018-11-20 15:36:08:480
-1.532,-9.586,-0.344,2155,1,30.01,,,,NaN,,,,0 / 0,343405,2018-11-20 15:36:08:580
-1.608,-9.586,-0.316,2180,1,30.01,,,,NaN,,,,0 / 0,343506,2018-11-20 15:36:08:681
-1.599,-9.557,-0.545,2166,1,31.27,,,,NaN,,,,0 / 0,343606,2018-11-20 15:36:08:781
-1.628,-9.644,-0.43,2124,1,31.27,,,,NaN,,,,0 / 0,343706,2018-11-20 15:36:08:881
-1.637,-9.567,-0.526,2137,1,31.27,,,,NaN,,,,0 / 0,343805,2018-11-20 15:36:08:980
-1.58,-9.634,-0.411,2136,1,31.9,,,,NaN,,,,0 / 0,343905,2018-11-20 15:36:09:080
-1.685,-9.605,-0.507,2153,1,31.9,,,,NaN,,,,0 / 0,344005,2018-11-20 15:36:09:180
-1.666,-9.672,-0.296,2153,1,31.9,,,,NaN,,,,0 / 0,344105,2018-11-20 15:36:09:280
-1.551,-9.548,-0.411,2169,1,35.38,,,,NaN,,,,0 / 0,344205,2018-11-20 15:36:09:380
-1.781,-9.548,-0.488,2152,1,35.38,,,,NaN,,,,0 / 0,344306,2018-11-20 15:36:09:481
-1.608,-9.682,-0.277,2154,1,35.38,,,,NaN,,,,0 / 0,344406,2018-11-20 15:36:09:581
-1.436,-9.548,-0.268,2191,1,35.95,,,,NaN,,,,0 / 0,344506,2018-11-20 15:36:09:681
-1.522,-9.577,-0.459,2203,1,35.95,,,,NaN,,,,0 / 0,344605,2018-11-20 15:36:09:780
-1.608,-9.615,-0.45,2151,1,35.95,,,,NaN,,,,0 / 0,344705,2018-11-20 15:36:09:880
-1.963,-9.625,-0.574,2118,1,36.55,,,,NaN,,,,0 / 0,344805,2018-11-20 15:36:09:980
-1.608,-9.557,-0.67,2122,1,36.55,,,,NaN,,,,0 / 0,344905,2018-11-20 15:36:10:080
-1.647,-9.682,-0.565,2136,1,36.55,,,,NaN,,,,0 / 0,345006,2018-11-20 15:36:10:181
-1.666,-9.577,-0.593,2128,1,32.1,,,,NaN,,,,0 / 0,345106,2018-11-20 15:36:10:281
-1.704,-9.644,-0.421,2142,1,32.1,,,,NaN,,,,0 / 0,345206,2018-11-20 15:36:10:381
-1.666,-9.625,-0.43,2160,1,32.1,,,,NaN,,,,0 / 0,345306,2018-11-20 15:36:10:481
-1.704,-9.605,-0.411,2135,1,32.1,,,,NaN,,,,0 / 0,345406,2018-11-20 15:36:10:581
-1.743,-9.538,-0.43,2127,1,28.72,,,,NaN,,,,0 / 0,345506,2018-11-20 15:36:10:681
-1.628,-9.557,-0.325,2165,1,28.72,,,,NaN,,,,0 / 0,345606,2018-11-20 15:36:10:781
