ACCELEROMETER X,ACCELEROMETER Y,ACCELEROMETER Z,LIGHT,PROXIMITY (m),SOUND LEVEL,LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time,YYYY-MO-DD HH-MI-SS_SSS
-1.915,-9.663,-0.047,452,1,27.67,,,,NaN,,,,0 / 0,159705,2018-11-20 15:33:04:880
-1.608,-9.701,-0.086,449,1,27.67,,,,NaN,,,,0 / 0,159805,2018-11-20 15:33:04:980
-1.771,-9.701,-0.277,450,1,26.49,,,,NaN,,,,0 / 0,159905,2018-11-20 15:33:05:080
-1.685,-9.682,-0.344,434,1,26.49,,,,NaN,,,,0 / 0,160005,2018-11-20 15:33:05:180
-1.819,-9.72,-0.296,452,1,26.49,,,,NaN,,,,0 / 0,160105,2018-11-20 15:33:05:280
-1.685,-9.711,0,443,1,26.08,,,,NaN,,,,0 / 0,160206,2018-11-20 15:33:05:381
-1.8,-9.711,0.019,446,1,26.08,,,,NaN,,,,0 / 0,160306,2018-11-20 15:33:05:481
-1.608,-9.586,-0.038,440,1,26.08,,,,NaN,,,,0 / 0,160406,2018-11-20 15:33:05:581
-1.723,-9.625,-0.124,454,1,26.78,,,,NaN,,,,0 / 0,160505,2018-11-20 15:33:05:680
-1.685,-9.586,-0.038,432,1,26.78,,,,NaN,,,,0 / 0,160605,2018-11-20 15:33:05:780
-1.551,-9.51,-0.316,428,1,26.78,,,,NaN,,,,0 / 0,160705,2018-11-20 15:33:05:880
-1.676,-9.672,-0.162,439,1,26.09,,,,NaN,,,,0 / 0,160805,2018-11-20 15:33:05:980
-1.723,-9.682,-0.162,444,1,26.09,,,,NaN,,,,0 / 0,160905,2018-11-20 15:33:06:080
-1.762,-9.682,-0.124,456,1,26.09,,,,NaN,,,,0 / 0,161005,2018-11-20 15:33:06:180
-1.666,-9.644,-0.134,455,1,25.52,,,,NaN,,,,0 / 0,161105,2018-11-20 15:33:06:280
-1.771,-9.605,-0.095,456,1,25.52,,,,NaN,,,,0 / 0,161205,2018-11-20 15:33:06:380
-1.647,-9.692,-0.057,447,1,25.52,,,,NaN,,,,0 / 0,161305,2018-11-20 15:33:06:480
-1.666,-9.615,-0.134,439,1,26.43,,,,NaN,,,,0 / 0,161405,2018-11-20 15:33:06:580
-1.733,-9.586,-0.143,459,1,26.43,,,,NaN,,,,0 / 0,161505,2018-11-20 15:33:06:680
-1.58,-9.634,-0.095,449,1,26.43,,,,NaN,,,,0 / 0,161606,2018-11-20 15:33:06:781
-1.714,-9.692,-0.028,456,1,25.79,,,,NaN,,,,0 / 0,161706,2018-11-20 15:33:06:881
-1.762,-9.663,-0.201,442,1,25.79,,,,NaN,,,,0 / 0,161806,2018-11-20 15:33:06:981
-1.743,-9.701,-0.114,437,1,25.79,,,,NaN,,,,0 / 0,161905,2018-11-20 15:33:07:080
-1.637,-9.644,-0.239,430,1,26.21,,,,NaN,,,,0 / 0,162005,2018-11-20 15:33:07:180
-1.877,-9.615,-0.076,444,1,26.21,,,,NaN,,,,0 / 0,162105,2018-11-20 15:33:07:280
-1.743,-9.634,-0.201,454,1,26.21,,,,NaN,,,,0 / 0,162206,2018-11-20 15:33:07:381
-1.743,-9.605,-0.134,437,1,26.61,,,,NaN,,,,0 / 0,162306,2018-11-20 15:33:07:481
-1.733,-9.644,-0.086,453,1,26.61,,,,NaN,,,,0 / 0,162406,2018-11-20 15:33:07:581
-1.685,-9.672,-0.019,448,1,26.61,,,,NaN,,,,0 / 0,162505,2018-11-20 15:33:07:680
-1.743,-9.73,0,439,1,27.11,,,,NaN,,,,0 / 0,162605,2018-11-20 15:33:07:780
-1.752,-9.653,0.038,438,1,27.11,,,,NaN,,,,0 / 0,162705,2018-11-20 15:33:07:880
-1.762,-9.672,0.047,438,1,27.11,,,,NaN,,,,0 / 0,162805,2018-11-20 15:33:07:980
-1.838,-9.625,0.086,448,1,25.58,,,,NaN,,,,0 / 0,162906,2018-11-20 15:33:08:081
-1.79,-9.644,0.009,431,1,25.58,,,,NaN,,,,0 / 0,163006,2018-11-20 15:33:08:181
-1.618,-9.596,-0.038,449,1,25.58,,,,NaN,,,,0 / 0,163106,2018-11-20 15:33:08:281
-1.733,-9.615,0.057,446,1,25.55,,,,NaN,,,,0 / 0,163205,2018-11-20 15:33:08:380
-1.79,-9.605,-0.067,454,1,25.55,,,,NaN,,,,0 / 0,163305,2018-11-20 15:33:08:480
-1.704,-9.653,-0.009,447,1,25.55,,,,NaN,,,,0 / 0,163405,2018-11-20 15:33:08:580
-1.848,-9.692,-0.076,441,1,25.56,,,,NaN,,,,0 / 0,163505,2018-11-20 15:33:08:680
-1.781,-9.586,-0.114,443,1,25.56,,,,NaN,,,,0 / 0,163606,2018-11-20 15:33:08:781
-1.8,-9.653,0.067,454,1,25.56,,,,NaN,,,,0 / 0,163706,2018-11-20 15:33:08:881
-1.733,-9.634,-0.153,434,1,25.08,,,,NaN,,,,0 / 0,163806,2018-11-20 15:33:08:981
-1.685,-9.625,-0.067,432,1,25.08,,,,NaN,,,,0 / 0,163905,2018-11-20 15:33:09:080
-1.723,-9.577,-0.047,436,1,25.08,,,,NaN,,,,0 / 0,164005,2018-11-20 15:33:09:180
-1.723,-9.682,-0.134,451,1,25.24,,,,NaN,,,,0 / 0,164105,2018-11-20 15:33:09:280
-1.781,-9.615,-0.028,440,1,25.24,,,,NaN,,,,0 / 0,164205,2018-11-20 15:33:09:380
-1.848,-9.672,-0.028,441,1,25.24,,,,NaN,,,,0 / 0,164305,2018-11-20 15:33:09:480
-1.676,-9.692,-0.105,443,1,25.19,,,,NaN,,,,0 / 0,164405,2018-11-20 15:33:09:580
-1.857,-9.615,-0.363,461,1,25.19,,,,NaN,,,,0 / 0,164506,2018-11-20 15:33:09:681
-1.81,-9.682,-0.229,437,1,25.19,,,,NaN,,,,0 / 0,164605,2018-11-20 15:33:09:780
-1.446,-9.529,-0.21,460,1,25.17,,,,NaN,,,,0 / 0,164705,2018-11-20 15:33:09:880
-1.934,-9.672,-0.325,440,1,25.17,,,,NaN,,,,0 / 0,164805,2018-11-20 15:33:09:980
-2.049,-9.615,-0.67,450,1,25.17,,,,NaN,,,,0 / 0,164905,2018-11-20 15:33:10:080
-2.087,-9.644,-0.555,425,1,26.82,,,,NaN,,,,0 / 0,165006,2018-11-20 15:33:10:181
-2.25,-9.73,-0.718,422,1,26.82,,,,NaN,,,,0 / 0,165106,2018-11-20 15:33:10:281
-1.503,-9.634,-0.747,441,1,26.82,,,,NaN,,,,0 / 0,165206,2018-11-20 15:33:10:381
-1.398,-9.452,-0.842,445,1,27.34,,,,NaN,,,,0 / 0,165305,2018-11-20 15:33:10:480
0.124,-10.209,-0.45,425,1,27.34,,,,NaN,,,,0 / 0,165405,2018-11-20 15:33:10:580
-0.392,-9.337,-1.206,433,1,27.34,,,,NaN,,,,0 / 0,165505,2018-11-20 15:33:10:680
-0.258,-9.749,-0.555,426,1,40.1,,,,NaN,,,,0 / 0,165606,2018-11-20 15:33:10:781
-1.101,-9.692,-0.756,450,1,40.1,,,,NaN,,,,0 / 0,165706,2018-11-20 15:33:10:881
0.344,-10.381,-0.363,431,1,40.1,,,,NaN,,,,0 / 0,165806,2018-11-20 15:33:10:981
-1.091,-9.979,-0.44,468,1,59.82,,,,NaN,,,,0 / 0,165906,2018-11-20 15:33:11:081
0.881,-12.574,0.114,458,1,59.82,,,,NaN,,,,0 / 0,166005,2018-11-20 15:33:11:180
-1.666,-10.582,1.685,413,1,59.82,,,,NaN,,,,0 / 0,166105,2018-11-20 15:33:11:280
-3.85,-11.799,-1.158,461,1,55.09,,,,NaN,,,,0 / 0,166205,2018-11-20 15:33:11:380
-0.9,-9.194,-1.829,456,1,55.09,,,,NaN,,,,0 / 0,166305,2018-11-20 15:33:11:480
-0.861,-8.14,1.13,532,1,55.09,,,,NaN,,,,0 / 0,166405,2018-11-20 15:33:11:580
-0.986,-7.096,2.566,549,1,55.09,,,,NaN,,,,0 / 0,166506,2018-11-20 15:33:11:681
-1.359,-9.519,4.922,533,1,52.9,,,,NaN,,,,0 / 0,166606,2018-11-20 15:33:11:781
-2.767,-12.105,6.1,557,1,52.9,,,,NaN,,,,0 / 0,166706,2018-11-20 15:33:11:881
-0.871,-9.069,0.612,579,1,52.9,,,,NaN,,,,0 / 0,166805,2018-11-20 15:33:11:980
-1.225,-6.905,0.727,596,1,45.43,,,,NaN,,,,0 / 0,166905,2018-11-20 15:33:12:080
2.126,-10.774,-0.047,591,1,45.43,,,,NaN,,,,0 / 0,167005,2018-11-20 15:33:12:180
-1.522,-9.241,-1.13,492,1,45.43,,,,NaN,,,,0 / 0,167106,2018-11-20 15:33:12:281
0.833,-10.113,-0.881,474,1,59.6,,,,NaN,,,,0 / 0,167206,2018-11-20 15:33:12:381
-0.852,-9.548,0.651,400,1,59.6,,,,NaN,,,,0 / 0,167305,2018-11-20 15:33:12:480
-0.201,-11.109,0.976,368,1,59.6,,,,NaN,,,,0 / 0,167405,2018-11-20 15:33:12:580
1.235,-13.34,1.359,379,1,57.32,,,,NaN,,,,0 / 0,167505,2018-11-20 15:33:12:680
-0.861,-12.431,-0.766,386,1,57.32,,,,NaN,,,,0 / 0,167605,2018-11-20 15:33:12:780
1.647,-11.396,-0.603,470,1,57.32,,,,NaN,,,,0 / 0,167705,2018-11-20 15:33:12:880
-1.206,-8.054,-0.775,546,1,50.31,,,,NaN,,,,0 / 0,167806,2018-11-20 15:33:12:981
-0.881,-5.602,0.622,695,1,50.31,,,,NaN,,,,0 / 0,167906,2018-11-20 15:33:13:081
-3.208,-11.138,6.426,685,1,50.31,,,,NaN,,,,0 / 0,168006,2018-11-20 15:33:13:181
-0.469,-11.233,6.675,675,1,55.81,,,,NaN,,,,0 / 0,168105,2018-11-20 15:33:13:280
-3.926,-12.344,2.087,709,1,55.81,,,,NaN,,,,0 / 0,168205,2018-11-20 15:33:13:380
3.342,-8.217,0.028,699,1,55.81,,,,NaN,,,,0 / 0,168305,2018-11-20 15:33:13:480
-0.536,-11.473,2.011,698,1,52.6,,,,NaN,,,,0 / 0,168405,2018-11-20 15:33:13:580
-3.792,-7.757,-0.689,595,1,52.6,,,,NaN,,,,0 / 0,168506,2018-11-20 15:33:13:681
0.9,-8.992,-0.383,581,1,52.6,,,,NaN,,,,0 / 0,168606,2018-11-20 15:33:13:781
-2.02,-10.056,1.848,564,1,54.97,,,,NaN,,,,0 / 0,168705,2018-11-20 15:33:13:880
-0.919,-10.764,0.258,541,1,54.97,,,,NaN,,,,0 / 0,168806,2018-11-20 15:33:13:981
2.279,-14.145,3.553,559,1,54.97,,,,NaN,,,,0 / 0,168906,2018-11-20 15:33:14:081
-0.316,-15.218,-2.528,787,1,51.47,,,,NaN,,,,0 / 0,169006,2018-11-20 15:33:14:181
1.072,-12.728,0.411,861,1,51.47,,,,NaN,,,,0 / 0,169106,2018-11-20 15:33:14:281
-2.672,-7.843,0.488,720,1,51.47,,,,NaN,,,,0 / 0,169205,2018-11-20 15:33:14:380
-0.928,-2.643,1.589,570,1,46.59,,,,NaN,,,,0 / 0,169305,2018-11-20 15:33:14:480
-1.79,-7.767,2.719,538,1,46.59,,,,NaN,,,,0 / 0,169405,2018-11-20 15:33:14:580
-0.45,-6.598,3.074,407,1,46.59,,,,NaN,,,,0 / 0,169505,2018-11-20 15:33:14:680
-5.717,-7.949,3.17,334,1,50.84,,,,NaN,,,,0 / 0,169605,2018-11-20 15:33:14:780
4.798,-10.266,-0.019,282,1,50.84,,,,NaN,,,,0 / 0,169705,2018-11-20 15:33:14:880
-3.447,-5.411,-1.743,293,1,50.84,,,,NaN,,,,0 / 0,169806,2018-11-20 15:33:14:981
-0.842,-7.594,2.672,269,1,44.27,,,,NaN,,,,0 / 0,169906,2018-11-20 15:33:15:081
-0.277,-8.14,2.164,237,1,44.27,,,,NaN,,,,0 / 0,170006,2018-11-20 15:33:15:181
-0.153,-8.954,0.881,205,1,44.27,,,,NaN,,,,0 / 0,170106,2018-11-20 15:33:15:281
0.43,-10.209,3.668,180,1,47.19,,,,NaN,,,,0 / 0,170206,2018-11-20 15:33:15:381
-8.734,-19.154,5.698,171,1,47.19,,,,NaN,,,,0 / 0,170305,2018-11-20 15:33:15:480
0.181,-3.658,-0.823,218,1,47.19,,,,NaN,,,,0 / 0,170405,2018-11-20 15:33:15:580
-2.758,-3.294,-0.028,264,1,45.38,,,,NaN,,,,0 / 0,170506,2018-11-20 15:33:15:681
-1.168,-5.305,2.327,264,1,45.38,,,,NaN,,,,0 / 0,170606,2018-11-20 15:33:15:781
-3.361,-8.159,5.851,223,1,45.38,,,,NaN,,,,0 / 0,170706,2018-11-20 15:33:15:881
-0.986,-9.739,5.353,221,1,50.42,,,,NaN,,,,0 / 0,170806,2018-11-20 15:33:15:981
-0.038,-14.978,-1.522,207,1,50.42,,,,NaN,,,,0 / 0,170906,2018-11-20 15:33:16:081
-3.323,-4.807,-5.066,199,1,50.42,,,,NaN,,,,0 / 0,171005,2018-11-20 15:33:16:180
-1.015,-8.207,3.189,177,1,50.89,,,,NaN,,,,0 / 0,171105,2018-11-20 15:33:16:280
-2.49,-9.079,3.074,150,1,50.89,,,,NaN,,,,0 / 0,171205,2018-11-20 15:33:16:380
0.067,-6.617,0.938,134,1,50.89,,,,NaN,,,,0 / 0,171305,2018-11-20 15:33:16:480
-1.082,-9.146,3.811,123,1,53.47,,,,NaN,,,,0 / 0,171405,2018-11-20 15:33:16:580
-8.629,-18.847,4.549,119,1,53.47,,,,NaN,,,,0 / 0,171506,2018-11-20 15:33:16:681
0.392,-2.413,1.072,193,1,53.47,,,,NaN,,,,0 / 0,171606,2018-11-20 15:33:16:781
-2.317,-3.639,-0.478,214,1,48.11,,,,NaN,,,,0 / 0,171706,2018-11-20 15:33:16:881
-1.139,-6.943,2.279,197,1,48.11,,,,NaN,,,,0 / 0,171805,2018-11-20 15:33:16:980
0.287,-8.763,7.029,129,1,48.11,,,,NaN,,,,0 / 0,171905,2018-11-20 15:33:17:080
-2.135,-7.527,3.342,110,1,48.11,,,,NaN,,,,0 / 0,172005,2018-11-20 15:33:17:180
0.076,-9.874,-3.371,106,1,48.1,,,,NaN,,,,0 / 0,172105,2018-11-20 15:33:17:280
-2.518,-9.308,-4.357,99,1,48.1,,,,NaN,,,,0 / 0,172205,2018-11-20 15:33:17:380
0.354,-9.117,4.51,109,1,48.1,,,,NaN,,,,0 / 0,172306,2018-11-20 15:33:17:481
0.354,-8.81,5.669,90,1,49.49,,,,NaN,,,,0 / 0,172406,2018-11-20 15:33:17:581
-0.028,-8.791,2.432,97,1,49.49,,,,NaN,,,,0 / 0,172506,2018-11-20 15:33:17:681
0.545,-6.244,0.919,90,1,49.49,,,,NaN,,,,0 / 0,172606,2018-11-20 15:33:17:781
-5.162,-16.319,7.02,79,1,52.7,,,,NaN,,,,0 / 0,172706,2018-11-20 15:33:17:881
-3.668,-10.247,1.522,117,1,52.7,,,,NaN,,,,0 / 0,172806,2018-11-20 15:33:17:981
-2.825,-3.562,-0.517,129,1,52.7,,,,NaN,,,,0 / 0,172905,2018-11-20 15:33:18:080
-1.532,-0.996,1.704,138,1,52.25,,,,NaN,,,,0 / 0,173005,2018-11-20 15:33:18:180
2.432,-16.319,4.012,105,1,52.25,,,,NaN,,,,0 / 0,173105,2018-11-20 15:33:18:280
-4.51,-8.523,5.468,112,1,52.25,,,,NaN,,,,0 / 0,173205,2018-11-20 15:33:18:380
3.639,-19.211,-1.34,89,1,50.19,,,,NaN,,,,0 / 0,173306,2018-11-20 15:33:18:481
8.437,-19.614,7.46,86,1,50.19,,,,NaN,,,,0 / 0,173405,2018-11-20 15:33:18:580
0.727,-13.369,0.909,87,1,50.19,,,,NaN,,,,0 / 0,173505,2018-11-20 15:33:18:680
0.44,-8.686,2.212,74,1,54.95,,,,NaN,,,,0 / 0,173605,2018-11-20 15:33:18:780
-0.67,-4.778,0.651,70,1,54.95,,,,NaN,,,,0 / 0,173705,2018-11-20 15:33:18:880
0.201,-6.751,2.298,69,1,54.95,,,,NaN,,,,0 / 0,173806,2018-11-20 15:33:18:981
-2.509,-18.646,10.113,57,1,54.57,,,,NaN,,,,0 / 0,173906,2018-11-20 15:33:19:081
0.181,-13.513,-0.67,54,1,54.57,,,,NaN,,,,0 / 0,174006,2018-11-20 15:33:19:181
-2.49,-6.78,1.925,96,1,54.57,,,,NaN,,,,0 / 0,174106,2018-11-20 15:33:19:281
-2.643,-3.189,0.603,90,1,52.99,,,,NaN,,,,0 / 0,174205,2018-11-20 15:33:19:380
-0.938,-10.544,4.798,87,1,52.99,,,,NaN,,,,0 / 0,174305,2018-11-20 15:33:19:480
-3.754,-8.542,8.006,68,1,52.99,,,,NaN,,,,0 / 0,174405,2018-11-20 15:33:19:580
-2.221,-17.851,-1.599,63,1,51.64,,,,NaN,,,,0 / 0,174506,2018-11-20 15:33:19:681
-1.733,-18.005,3.859,59,1,51.64,,,,NaN,,,,0 / 0,174606,2018-11-20 15:33:19:781
-0.076,-9.136,-0.632,54,1,51.64,,,,NaN,,,,0 / 0,174706,2018-11-20 15:33:19:881
1.197,-8.245,-0.45,39,1,49.9,,,,NaN,,,,0 / 0,174805,2018-11-20 15:33:19:980
-1.35,-9.854,1.771,58,1,49.9,,,,NaN,,,,0 / 0,174905,2018-11-20 15:33:20:080
1.867,-14.844,2.087,40,1,49.9,,,,NaN,,,,0 / 0,175005,2018-11-20 15:33:20:180
-0.335,-13.245,1.723,38,1,53.07,,,,NaN,,,,0 / 0,175105,2018-11-20 15:33:20:280
2.863,-12.297,-2.03,50,1,53.07,,,,NaN,,,,0 / 0,175206,2018-11-20 15:33:20:381
-2.241,-7.767,0.181,51,1,53.07,,,,NaN,,,,0 / 0,175306,2018-11-20 15:33:20:481
-1.465,-4.999,0.296,68,1,48.94,,,,NaN,,,,0 / 0,175406,2018-11-20 15:33:20:581
-0.967,-4.012,1.005,62,1,48.94,,,,NaN,,,,0 / 0,175506,2018-11-20 15:33:20:681
-1.34,-9.452,4.52,63,1,48.94,,,,NaN,,,,0 / 0,175606,2018-11-20 15:33:20:781
-1.628,-8.868,3.122,54,1,50.52,,,,NaN,,,,0 / 0,175705,2018-11-20 15:33:20:880
-7.403,-19.068,1.551,48,1,50.52,,,,NaN,,,,0 / 0,175805,2018-11-20 15:33:20:980
-1.225,-19.614,5.707,46,1,50.52,,,,NaN,,,,0 / 0,175905,2018-11-20 15:33:21:080
1.599,-11.741,2.164,33,1,43.21,,,,NaN,,,,0 / 0,176006,2018-11-20 15:33:21:181
0.488,-8.217,2.011,43,1,43.21,,,,NaN,,,,0 / 0,176106,2018-11-20 15:33:21:281
-1.666,-6.646,1.359,33,1,43.21,,,,NaN,,,,0 / 0,176206,2018-11-20 15:33:21:381
-1.503,-6.646,0.957,39,1,50.56,,,,NaN,,,,0 / 0,176306,2018-11-20 15:33:21:481
-2.604,-8.696,4.462,40,1,50.56,,,,NaN,,,,0 / 0,176406,2018-11-20 15:33:21:581
-6.713,-17.305,-0.747,42,1,50.56,,,,NaN,,,,0 / 0,176505,2018-11-20 15:33:21:680
0.517,-5.487,1.676,34,1,55.51,,,,NaN,,,,0 / 0,176605,2018-11-20 15:33:21:780
-3.208,-2.547,-0.689,31,1,55.51,,,,NaN,,,,0 / 0,176705,2018-11-20 15:33:21:880
-0.881,-7.623,1.484,49,1,55.51,,,,NaN,,,,0 / 0,176805,2018-11-20 15:33:21:980
-1.561,-9.701,7.709,36,1,50.91,,,,NaN,,,,0 / 0,176905,2018-11-20 15:33:22:080
-1.599,-8.734,3.648,34,1,50.91,,,,NaN,,,,0 / 0,177005,2018-11-20 15:33:22:180
-1.331,-9.222,-1.589,26,1,50.91,,,,NaN,,,,0 / 0,177105,2018-11-20 15:33:22:280
-1.168,-6.876,-1.781,41,1,52.44,,,,NaN,,,,0 / 0,177205,2018-11-20 15:33:22:380
-2.662,-9.864,2.183,46,1,52.44,,,,NaN,,,,0 / 0,177306,2018-11-20 15:33:22:481
-0.43,-7.786,1.532,37,1,52.44,,,,NaN,,,,0 / 0,177406,2018-11-20 15:33:22:581
0.162,-8.159,2.269,21,1,52.44,,,,NaN,,,,0 / 0,177506,2018-11-20 15:33:22:681
-1.139,-7.163,2.873,38,1,55.88,,,,NaN,,,,0 / 0,177606,2018-11-20 15:33:22:781
-1.35,-19.546,4.549,31,1,55.88,,,,NaN,,,,0 / 0,177706,2018-11-20 15:33:22:881
-1.225,-14.528,4.261,19,1,55.88,,,,NaN,,,,0 / 0,177806,2018-11-20 15:33:22:981
-3.112,-8.245,1.589,44,1,56.97,,,,NaN,,,,0 / 0,177906,2018-11-20 15:33:23:081
-2.174,-2.892,0.43,33,1,56.97,,,,NaN,,,,0 / 0,178006,2018-11-20 15:33:23:181
0.699,-9.107,1.273,20,1,56.97,,,,NaN,,,,0 / 0,178106,2018-11-20 15:33:23:281
-3.275,-8.255,5.085,28,1,54.29,,,,NaN,,,,0 / 0,178205,2018-11-20 15:33:23:380
0.038,-9.893,4.271,23,1,54.29,,,,NaN,,,,0 / 0,178305,2018-11-20 15:33:23:480
4.242,-15.639,2.317,36,1,54.29,,,,NaN,,,,0 / 0,178405,2018-11-20 15:33:23:580
-2.451,-18.799,2.921,20,1,45.43,,,,NaN,,,,0 / 0,178506,2018-11-20 15:33:23:681
-1.082,-9.787,0.287,37,1,45.43,,,,NaN,,,,0 / 0,178606,2018-11-20 15:33:23:781
0.632,-8.667,1.829,30,1,45.43,,,,NaN,,,,0 / 0,178706,2018-11-20 15:33:23:881
0.641,-11.396,2.078,23,1,50.38,,,,NaN,,,,0 / 0,178805,2018-11-20 15:33:23:980
1.359,-7.336,0.067,23,1,50.38,,,,NaN,,,,0 / 0,178905,2018-11-20 15:33:24:080
0.287,-12.258,2.317,19,1,50.38,,,,NaN,,,,0 / 0,179005,2018-11-20 15:33:24:180
-4.932,-19.422,1.436,8,1,57.14,,,,NaN,,,,0 / 0,179106,2018-11-20 15:33:24:281
0.239,-5.478,1.446,23,1,57.14,,,,NaN,,,,0 / 0,179206,2018-11-20 15:33:24:381
-2.174,-2.767,0.124,25,1,57.14,,,,NaN,,,,0 / 0,179306,2018-11-20 15:33:24:481
-0.689,-8.044,0.881,31,1,51.31,,,,NaN,,,,0 / 0,179406,2018-11-20 15:33:24:581
-2.164,-9.519,6.32,22,1,51.31,,,,NaN,,,,0 / 0,179505,2018-11-20 15:33:24:680
-1.752,-7.479,2.806,33,1,51.31,,,,NaN,,,,0 / 0,179605,2018-11-20 15:33:24:780
0.622,-17.459,2.729,27,1,47.53,,,,NaN,,,,0 / 0,179705,2018-11-20 15:33:24:880
-1.541,-15.965,1.599,31,1,47.53,,,,NaN,,,,0 / 0,179805,2018-11-20 15:33:24:980
0.028,-8.868,-0.928,13,1,47.53,,,,NaN,,,,0 / 0,179906,2018-11-20 15:33:25:081
-0.047,-7.652,2.48,22,1,47.54,,,,NaN,,,,0 / 0,180006,2018-11-20 15:33:25:181
-1.273,-8.82,3.304,25,1,47.54,,,,NaN,,,,0 / 0,180106,2018-11-20 15:33:25:281
1.292,-12.708,2.557,15,1,47.54,,,,NaN,,,,0 / 0,180205,2018-11-20 15:33:25:380
-1.637,-8.083,4.223,33,1,58.2,,,,NaN,,,,0 / 0,180305,2018-11-20 15:33:25:480
-6.253,-17.334,2.327,22,1,58.2,,,,NaN,,,,0 / 0,180405,2018-11-20 15:33:25:580
-1.58,-4.022,0.469,28,1,58.2,,,,NaN,,,,0 / 0,180506,2018-11-20 15:33:25:681
-3.189,-2.164,1.312,19,1,56.52,,,,NaN,,,,0 / 0,180606,2018-11-20 15:33:25:781
-1.494,-3.687,1.034,27,1,56.52,,,,NaN,,,,0 / 0,180706,2018-11-20 15:33:25:881
-1.426,-9.481,2.739,23,1,56.52,,,,NaN,,,,0 / 0,180806,2018-11-20 15:33:25:981
-1.599,-9.538,4.98,17,1,49.16,,,,NaN,,,,0 / 0,180905,2018-11-20 15:33:26:080
5.822,-16.415,-2.691,23,1,49.16,,,,NaN,,,,0 / 0,181005,2018-11-20 15:33:26:180
1.551,-10.4,-0.967,10,1,49.16,,,,NaN,,,,0 / 0,181105,2018-11-20 15:33:26:280
-2.796,-7.949,0.507,35,1,57.67,,,,NaN,,,,0 / 0,181205,2018-11-20 15:33:26:380
0.718,-7.393,0.996,25,1,57.67,,,,NaN,,,,0 / 0,181306,2018-11-20 15:33:26:481
-0.708,-5.842,2.719,22,1,57.67,,,,NaN,,,,0 / 0,181406,2018-11-20 15:33:26:581
-2.997,-9.663,0.335,28,1,54.48,,,,NaN,,,,0 / 0,181506,2018-11-20 15:33:26:681
-0.555,-16.194,7.134,25,1,54.48,,,,NaN,,,,0 / 0,181606,2018-11-20 15:33:26:781
4.654,-19.345,2.154,29,1,54.48,,,,NaN,,,,0 / 0,181706,2018-11-20 15:33:26:881
1.934,-7.642,-3.601,37,1,57.61,,,,NaN,,,,0 / 0,181805,2018-11-20 15:33:26:980
-4.079,-3.974,1.168,38,1,57.61,,,,NaN,,,,0 / 0,181905,2018-11-20 15:33:27:080
-1.245,-9.979,8.897,64,1,57.61,,,,NaN,,,,0 / 0,182005,2018-11-20 15:33:27:180
-3.993,-10.965,2.767,50,1,60.78,,,,NaN,,,,0 / 0,182105,2018-11-20 15:33:27:280
4.568,-12.546,-1.426,53,1,60.78,,,,NaN,,,,0 / 0,182205,2018-11-20 15:33:27:380
-3.495,-9.347,-0.43,48,1,60.78,,,,NaN,,,,0 / 0,182306,2018-11-20 15:33:27:481
-0.756,-9.395,1.091,22,1,57.01,,,,NaN,,,,0 / 0,182406,2018-11-20 15:33:27:581
0.201,-9.883,-1.972,49,1,57.01,,,,NaN,,,,0 / 0,182506,2018-11-20 15:33:27:681
0.383,-11.406,1.915,58,1,57.01,,,,NaN,,,,0 / 0,182605,2018-11-20 15:33:27:780
0.603,-13.963,3.064,14,1,59.53,,,,NaN,,,,0 / 0,182705,2018-11-20 15:33:27:880
-0.191,-16.98,-2.557,41,1,59.53,,,,NaN,,,,0 / 0,182805,2018-11-20 15:33:27:980
-1.149,-10.496,3.926,53,1,59.53,,,,NaN,,,,0 / 0,182905,2018-11-20 15:33:28:080
0.373,-7.996,-1.685,72,1,49.37,,,,NaN,,,,0 / 0,183005,2018-11-20 15:33:28:180
-1.292,-3.438,1.063,55,1,49.37,,,,NaN,,,,0 / 0,183106,2018-11-20 15:33:28:281
-7.115,-15.17,10.506,76,1,49.37,,,,NaN,,,,0 / 0,183206,2018-11-20 15:33:28:381
0.086,-12.986,8.724,71,1,57.48,,,,NaN,,,,0 / 0,183306,2018-11-20 15:33:28:481
3.917,-10.994,-1.647,62,1,57.48,,,,NaN,,,,0 / 0,183405,2018-11-20 15:33:28:580
-2.145,-9.883,-0.565,69,1,57.48,,,,NaN,,,,0 / 0,183506,2018-11-20 15:33:28:681
1.149,-10.697,0.718,71,1,52.83,,,,NaN,,,,0 / 0,183606,2018-11-20 15:33:28:781
-0.747,-9.663,0.488,54,1,52.83,,,,NaN,,,,0 / 0,183705,2018-11-20 15:33:28:880
-0.22,-10.927,0.421,45,1,52.83,,,,NaN,,,,0 / 0,183805,2018-11-20 15:33:28:980
1.599,-15.476,1.953,55,1,59.09,,,,NaN,,,,0 / 0,183905,2018-11-20 15:33:29:080
-0.517,-11.578,1.992,45,1,59.09,,,,NaN,,,,0 / 0,184005,2018-11-20 15:33:29:180
1.273,-11.157,1.024,84,1,59.09,,,,NaN,,,,0 / 0,184105,2018-11-20 15:33:29:280
-0.421,-7.968,-2.901,96,1,59.09,,,,NaN,,,,0 / 0,184205,2018-11-20 15:33:29:380
